Unit Postcode,All usual residents,Males,Females,Households
BT458JN,67,36,31,19
BT458JP,58,28,30,17
BT458JQ,85,41,44,24
BT458JR,65,33,32,21
BT458JS,28,15,13,8
BT458JT,*,*,*,*
BT458JU,58,26,32,20
BT458JW,33,13,20,11
BT458JX,14,4,10,5
BT458JY,77,41,36,22
BT458JZ,78,42,36,20
BT458LA,35,17,18,14
BT458LB,73,40,33,22
BT458LD,30,14,16,10
BT458LE,40,17,23,15
BT458LF,27,12,15,6
BT458LG,38,17,21,12
BT458LH,83,46,37,26
BT458LJ,36,19,17,12
BT458LN,51,25,26,15
BT458LP,66,32,34,21
BT458LQ,83,44,39,21
BT458LR,14,8,6,6
BT458LS,16,7,9,5
BT458LT,28,15,13,9
BT458LU,23,13,10,5
BT458LW,141,70,71,38
BT458LX,126,53,73,39
BT458NA,156,86,70,48
BT458NB,32,16,16,9
BT458ND,19,11,8,6
BT458NE,*,*,*,*
BT458NF,24,7,17,7
BT458NG,38,22,16,14
BT458NH,39,21,18,11
BT458NN,18,10,8,7
BT458NP,23,9,14,10
BT458NQ,63,38,25,18
BT458NR,15,8,7,5
BT458NS,96,46,50,26
BT458NT,41,20,21,10
BT458NU,20,10,10,7
BT458NW,10,8,2,4
BT458NX,21,10,11,8
BT458NY,59,27,32,23
BT458NZ,31,13,18,12
BT458PA,60,36,24,16
BT458PB,9,5,4,7
BT458PD,81,45,36,24
BT458PE,55,30,25,17
BT458PF,67,38,29,16
BT458PG,25,12,13,12
BT458PJ,44,20,24,11
BT458PL,9,3,6,4
BT458PN,94,56,38,27
BT458PP,*,*,*,*
BT458PQ,36,19,17,11
BT458PR,51,23,28,17
BT458PS,43,24,19,16
BT458PT,36,21,15,11
BT458PU,25,11,14,5
BT458PW,*,*,*,*
BT458PX,23,14,9,7
BT458PY,63,33,30,20
BT458PZ,*,*,*,*
BT458QA,83,46,37,22
BT458QB,35,18,17,11
BT458QD,38,18,20,11
BT458QE,45,21,24,16
BT458QF,74,40,34,19
BT458QG,25,15,10,10
BT458QH,38,23,15,11
BT458QJ,46,24,22,12
BT458QL,36,22,14,12
BT458QN,15,10,5,4
BT458QP,*,*,*,*
BT458QQ,25,11,14,6
BT458QR,42,22,20,9
BT458QS,10,4,6,4
BT458QT,76,42,34,23
BT458QU,*,*,*,*
BT458QW,46,21,25,19
BT458QX,47,28,19,13
BT458QY,51,25,26,15
BT458QZ,67,37,30,25
BT458RA,23,15,8,6
BT458RB,8,6,2,6
BT458RD,60,31,29,22
BT458RE,*,*,*,*
BT458RF,34,16,18,10
BT458RG,20,7,13,8
BT458RH,38,21,17,9
BT458RJ,69,32,37,21
BT458RL,13,6,7,4
BT458RN,*,*,*,*
BT458RP,11,4,7,3
BT458RR,39,19,20,13
BT458RS,38,18,20,15
BT458RT,33,16,17,8
BT458RU,28,14,14,9
BT458RW,18,11,7,4
BT458RX,192,94,98,61
BT458RY,122,61,61,42
BT458RZ,23,10,13,5
BT458SA,15,8,7,4
BT458SB,*,*,*,*
BT465AA,*,*,*,*
BT465AB,11,5,6,3
BT465AD,*,*,*,*
BT465AE,13,7,6,5
BT465AF,17,7,10,8
BT465AG,49,28,21,19
BT465AH,125,64,61,44
BT465AJ,79,38,41,38
BT465AL,16,10,6,6
BT465AN,26,16,10,10
BT465AP,66,27,39,27
BT465AQ,124,59,65,51
BT465AR,64,33,31,29
BT465AS,19,10,9,7
BT465AT,32,20,12,11
BT465AU,33,16,17,10
BT465AW,17,8,9,5
BT465AX,15,5,10,5
BT465AY,22,10,12,8
BT465AZ,16,8,8,5
BT465BA,44,21,23,19
BT465BB,147,68,79,58
BT465BD,30,15,15,15
BT465BE,37,17,20,12
BT465BF,84,46,38,24
BT465BG,172,89,83,54
BT465BH,81,36,45,34
BT465BJ,117,61,56,39
BT465BL,42,18,24,11
BT465BN,18,9,9,8
BT465BP,41,16,25,11
BT465BQ,94,44,50,35
BT465BS,43,20,23,14
BT465BT,18,10,8,5
BT465BU,51,29,22,18
BT465BW,41,15,26,23
BT465BX,6,1,5,4
BT465DA,54,27,27,18
BT465DB,29,14,15,5
BT465DD,229,117,112,76
BT465DE,10,7,3,3
BT465DF,16,7,9,6
BT465DG,18,11,7,6
BT465DH,37,19,18,11
BT465DJ,20,10,10,6
BT465DL,51,20,31,16
BT465DN,14,7,7,3
BT465DQ,20,10,10,5
BT465DS,8,6,2,4
BT465DT,58,28,30,23
BT465DU,53,28,25,12
BT465DW,39,21,18,11
BT465DX,79,35,44,23
BT465DY,65,37,28,19
BT465DZ,35,20,15,12
BT465EA,18,11,7,7
BT465EB,30,16,14,10
BT465ED,14,8,6,4
BT465EE,*,*,*,*
BT465EF,7,1,6,4
BT465EG,25,13,12,15
BT465EH,16,10,6,5
BT465EJ,*,*,*,*
BT465EL,30,15,15,11
BT465EN,31,17,14,11
BT465EP,15,7,8,8
BT465EQ,33,15,18,11
BT465ER,41,23,18,13
BT465ES,42,22,20,10
BT465ET,26,13,13,9
BT465EU,*,*,*,*
BT465EW,10,4,6,4
BT465EX,*,*,*,*
BT465EY,73,38,35,23
BT465EZ,84,38,46,25
BT465FD,21,10,11,8
BT465FE,27,13,14,10
BT465FF,38,19,19,12
BT465FG,71,35,36,27
BT465FH,28,11,17,7
BT465FJ,21,7,14,8
BT465FL,19,11,8,5
BT465FN,56,28,28,20
BT465FP,52,25,27,15
BT465FQ,68,32,36,23
BT465FR,12,8,4,3
BT465FS,26,12,14,12
BT465FT,119,55,64,43
BT465FW,*,*,*,*
BT465FX,19,7,12,6
BT465FY,*,*,*,*
BT465FZ,16,9,7,5
BT465GA,21,9,12,7
BT465GB,*,*,*,*
BT465GZ,31,13,18,6
BT465HA,124,59,65,49
BT465HB,19,11,8,7
BT465HD,20,10,10,9
BT465HE,38,21,17,14
BT465HF,57,30,27,16
BT465HG,54,25,29,24
BT465HH,24,10,14,11
BT465HJ,44,19,25,16
BT465HL,29,17,12,7
BT465HN,47,23,24,13
BT465HP,*,*,*,*
BT465HQ,94,46,48,42
BT465HR,34,17,17,11
BT465HS,22,15,7,8
BT465HT,31,20,11,11
BT465HU,14,7,7,5
BT465HW,8,4,4,4
BT465HY,30,17,13,6
BT465HZ,29,16,13,4
BT465JA,11,3,8,2
BT465JB,11,6,5,4
BT465JD,21,13,8,13
BT465JF,24,14,10,4
BT465JG,90,48,42,32
BT465JH,14,7,7,6
BT465JJ,46,20,26,17
BT465JL,*,*,*,*
BT465JN,57,27,30,20
BT465JP,121,60,61,36
BT465JQ,65,32,33,17
BT465JR,32,15,17,12
BT465JS,109,50,59,25
BT465JT,59,29,30,14
BT465JU,60,26,34,15
BT465JW,10,5,5,3
BT465JX,105,48,57,31
BT465JY,23,11,12,6
BT465JZ,53,26,27,14
BT465LA,11,5,6,4
BT465LB,26,13,13,6
BT465LD,63,33,30,19
BT465LE,51,22,29,13
BT465LF,29,17,12,10
BT465LG,37,19,18,11
BT465LH,33,15,18,12
BT465LJ,44,21,23,13
BT465LL,*,*,*,*
BT465LN,27,17,10,7
BT465LP,25,11,14,12
BT465LQ,49,23,26,11
BT465LR,33,19,14,10
BT465LS,31,18,13,12
BT465LU,22,12,10,5
BT465LW,26,15,11,8
BT465LX,24,7,17,6
BT465NA,38,14,24,13
BT465NB,29,13,16,12
BT465ND,46,28,18,15
BT465NE,20,11,9,3
BT465NF,*,*,*,*
BT465NG,24,11,13,6
BT465NH,40,22,18,16
BT465NJ,153,84,69,34
BT465NL,102,51,51,24
BT465NN,93,46,47,23
BT465NP,47,23,24,11
BT465NQ,35,18,17,11
BT465NR,39,21,18,11
BT465NS,66,36,30,16
BT465NT,13,7,6,5
BT465NU,51,23,28,12
BT465NW,13,5,8,4
BT465NX,*,*,*,*
BT465NY,12,6,6,3
BT465NZ,50,23,27,14
BT465PA,37,15,22,12
BT465PB,27,11,16,9
BT465PD,38,18,20,9
BT465PE,44,20,24,11
BT465PF,24,12,12,8
BT465PG,*,*,*,*
BT465PH,41,22,19,11
BT465PJ,40,21,19,16
BT465PL,45,24,21,13
BT465PN,36,16,20,8
BT465PP,*,*,*,*
BT465PQ,46,29,17,13
BT465PR,48,26,22,12
BT465PT,51,30,21,12
BT465PU,16,9,7,6
BT465PW,16,11,5,4
BT465PX,23,14,9,7
BT465PY,47,20,27,16
BT465PZ,27,15,12,8
BT465QA,13,7,6,6
BT465QB,46,25,21,18
BT465QD,7,1,6,5
BT465QE,33,18,15,9
BT465QF,63,32,31,20
BT465QG,34,20,14,14
BT465QH,33,16,17,9
BT465QJ,*,*,*,*
BT465QL,25,13,12,7
BT465QN,26,16,10,8
BT465QP,35,15,20,9
BT465QQ,65,31,34,21
BT465QR,41,22,19,14
BT465QS,*,*,*,*
BT465QT,14,8,6,8
BT465QU,132,66,66,35
BT465QW,29,18,11,8
BT465QX,16,7,9,6
BT465QY,32,17,15,10
BT465QZ,97,48,49,27
BT465RA,32,16,16,11
BT465RB,109,58,51,27
BT465RD,30,14,16,10
BT465RE,72,36,36,23
BT465RF,30,19,11,6
BT465RG,89,51,38,25
BT465RH,38,13,25,27
BT465RJ,55,26,29,27
BT465RL,*,*,*,*
BT465RN,42,21,21,12
BT465RP,10,6,4,5
BT465RQ,49,29,20,14
BT465RR,13,5,8,6
BT465RT,13,7,6,5
BT465RU,*,*,*,*
BT465RW,45,19,26,22
BT465RX,*,*,*,*
BT465RZ,11,5,6,2
BT465SA,63,32,31,16
BT465SB,33,17,16,12
BT465SD,91,52,39,23
BT465SE,*,*,*,*
BT465SG,75,36,39,24
BT465SH,47,23,24,21
BT465SJ,*,*,*,*
BT465SL,30,14,16,10
BT465SN,39,17,22,11
BT465SQ,60,31,29,21
BT465SR,145,70,75,58
BT465SS,*,*,*,*
BT465ST,*,*,*,*
BT465SU,39,20,19,12
BT465SW,20,9,11,7
BT465SX,57,29,28,15
BT465SY,12,7,5,4
BT465SZ,11,5,6,5
BT465TA,*,*,*,*
BT465TB,69,41,28,15
BT465TD,20,10,10,9
BT465TE,35,18,17,8
BT465TF,45,28,17,12
BT465TG,*,*,*,*
BT465TJ,*,*,*,*
BT465TL,15,8,7,5
BT465TN,61,33,28,22
BT465TP,26,12,14,8
BT465TQ,17,6,11,5
BT465TR,30,17,13,11
BT465TS,37,19,18,12
BT465TT,35,16,19,14
BT465TU,22,14,8,5
BT465TW,35,17,18,16
BT465TX,*,*,*,*
BT465TY,20,8,12,6
BT465TZ,28,16,12,9
BT465UA,20,13,7,7
BT465UB,*,*,*,*
BT465UD,12,4,8,3
BT465UE,*,*,*,*
BT465UF,14,6,8,5
BT465UG,*,*,*,*
BT465UN,*,*,*,*
BT465UP,15,6,9,7
BT465UQ,10,5,5,5
BT465UR,*,*,*,*
BT465UT,26,15,11,6
BT465UU,*,*,*,*
BT465UW,66,37,29,17
BT465UX,79,39,40,28
BT465UY,42,20,22,15
BT465UZ,15,9,6,7
BT465XA,13,6,7,4
BT465XB,34,18,16,11
BT465XD,37,16,21,20
BT465XE,35,13,22,12
BT465XF,45,27,18,16
BT465XG,*,*,*,*
BT465XJ,*,*,*,*
BT465XL,18,9,9,6
BT465XN,*,*,*,*
BT465XP,55,29,26,18
BT465XQ,*,*,*,*
BT465XW,23,13,10,9
BT472AD,48,21,27,16
BT472AE,66,35,31,24
BT472AF,260,126,134,80
BT472AG,68,26,42,19
BT472AH,223,100,123,77
BT472AN,37,22,15,23
BT472AP,61,32,29,25
BT472AQ,100,52,48,35
BT472AR,86,44,42,41
BT472AS,105,54,51,48
BT472AT,59,36,23,21
BT472AU,30,18,12,14
BT472AW,74,41,33,37
BT472AX,10,6,4,8
BT472AY,25,13,12,15
BT472AZ,70,37,33,24
BT472BA,13,5,8,8
BT472BB,29,17,12,16
BT472BE,41,22,19,22
BT472BG,22,11,11,6
BT472BH,29,14,15,16
BT472BJ,33,23,10,21
BT472BL,34,15,19,15
BT472BN,9,6,3,4
BT472BP,28,18,10,15
BT472BQ,54,22,32,28
BT472BS,77,29,48,23
BT472BT,17,4,13,10
BT472BU,41,21,20,22
BT472BW,12,4,8,5
BT472BX,16,9,7,8
BT472BY,123,62,61,50
BT472DA,*,*,*,*
BT472DD,28,15,13,17
BT472DF,10,5,5,9
BT472DG,8,3,5,6
BT472DH,230,118,112,79
BT472DL,*,*,*,*
BT472DN,10,1,9,7
BT472DQ,81,36,45,28
BT472DR,131,70,61,46
BT472DT,44,21,23,5
BT472DU,51,25,26,26
BT472DX,77,34,43,39
BT472DY,86,39,47,40
BT472DZ,25,10,15,13
BT472EA,30,16,14,15
BT472EB,25,18,7,15
BT472EE,10,5,5,2
BT472EF,156,78,78,37
BT472EG,83,38,45,29
BT472EH,56,22,34,21
BT472EJ,35,21,14,17
BT472EL,59,27,32,20
BT472EN,72,47,25,34
BT472EP,82,33,49,32
BT472EQ,16,7,9,6
BT472ER,44,23,21,19
BT472ES,52,23,29,27
BT472ET,30,13,17,15
BT472EU,*,*,*,*
BT472EW,99,52,47,39
BT472EX,68,37,31,29
BT472EY,54,27,27,31
BT472FD,9,6,3,6
BT472FF,42,20,22,19
BT472GA,195,87,108,72
BT472GB,131,64,67,46
BT472GD,126,60,66,44
BT472HA,41,20,21,21
BT472HD,29,14,15,7
BT472HE,30,15,15,15
BT472HF,31,11,20,16
BT472HG,48,28,20,27
BT472HH,32,17,15,18
BT472HJ,42,16,26,20
BT472HL,35,19,16,22
BT472HN,53,18,35,37
BT472HP,6,2,4,5
BT472HQ,63,31,32,36
BT472HR,15,9,6,14
BT472HS,32,15,17,13
BT472HT,49,27,22,19
BT472HU,17,9,8,8
BT472HW,12,7,5,4
BT472HX,79,37,42,35
BT472HY,12,5,7,6
BT472HZ,23,11,12,12
BT472JA,*,*,*,*
BT472JB,123,67,56,46
BT472JD,96,44,52,33
BT472JE,74,33,41,26
BT472JF,43,24,19,17
BT472JG,71,38,33,28
BT472JH,43,22,21,12
BT472JJ,199,100,99,63
BT472JL,38,19,19,13
BT472JN,218,107,111,60
BT472JQ,163,76,87,44
BT472JT,30,13,17,8
BT472JU,31,17,14,12
BT472JW,180,91,89,47
BT472JX,43,23,20,19
BT472JY,155,74,81,52
BT472JZ,151,78,73,49
BT472LA,158,68,90,55
BT472LD,140,65,75,48
BT472LE,75,38,37,26
BT472LF,60,23,37,43
BT472LG,21,10,11,10
BT472LJ,77,37,40,26
BT472LP,*,*,*,*
BT472LQ,89,44,45,29
BT472LR,33,15,18,14
BT472LS,10,7,3,3
BT472LT,30,14,16,9
BT472LU,47,22,25,18
BT472LW,17,10,7,5
BT472LX,16,7,9,5
BT472LY,41,19,22,20
BT472LZ,42,22,20,18
BT472NA,87,49,38,32
BT472NB,70,38,32,30
BT472ND,11,8,3,2
BT472NE,58,33,25,51
BT472NF,31,13,18,26
BT472NG,38,20,18,35
BT472NL,74,37,37,25
BT472NN,64,30,34,27
BT472NP,*,*,*,*
BT472NS,46,22,24,19
BT472NT,14,5,9,6
BT472NU,105,55,50,37
BT472NX,22,9,13,10
BT472NY,59,24,35,17
BT472PA,113,56,57,48
BT472PB,56,20,36,25
BT472PE,43,20,23,14
BT472PF,44,17,27,14
BT472PG,56,28,28,19
BT472PH,15,5,10,6
BT472PJ,53,27,26,18
BT472PL,156,81,75,59
BT472PN,63,34,29,22
BT472PP,30,17,13,11
BT472PQ,9,5,4,4
BT472PR,15,7,8,4
BT472PS,35,16,19,14
BT472PT,27,13,14,10
BT472PU,11,7,4,5
BT472PW,37,20,17,14
BT472PX,35,23,12,9
BT472PY,62,31,31,20
BT472PZ,31,18,13,12
BT472QA,12,7,5,5
BT472QB,27,17,10,11
BT472QD,38,20,18,13
BT472QE,29,12,17,7
BT472QF,*,*,*,*
BT472QH,33,15,18,11
BT472QJ,*,*,*,*
BT472QL,203,90,113,74
BT472QN,20,11,9,5
BT472QP,114,53,61,44
BT472QQ,*,*,*,*
BT472QR,105,58,47,40
BT472QS,*,*,*,*
BT472QT,29,18,11,7
BT472QU,16,8,8,5
BT472QW,10,5,5,6
BT472QX,75,35,40,29
BT472QY,163,74,89,66
BT472QZ,96,45,51,38
BT472RA,143,78,65,52
BT472RB,177,85,92,70
BT472RD,176,86,90,70
BT472RE,14,8,6,6
BT472RF,10,5,5,5
BT472RG,87,40,47,34
BT472RH,32,17,15,9
BT472RL,41,15,26,7
BT472RN,25,16,9,11
BT472RP,*,*,*,*
BT472RQ,76,32,44,38
BT472RR,26,14,12,9
BT472RS,9,6,3,5
BT472RT,29,14,15,9
BT472RU,58,30,28,22
BT472RW,*,*,*,*
BT472RX,*,*,*,*
BT472RY,19,8,11,7
BT472RZ,20,7,13,6
BT472SB,139,77,62,69
BT472SD,26,12,14,10
BT472SE,41,18,23,15
BT472SF,20,11,9,9
BT472SG,22,14,8,5
BT472SH,47,25,22,21
BT472SJ,12,7,5,6
BT472SL,25,15,10,6
BT472SN,*,*,*,*
BT472SQ,36,18,18,12
BT472SR,*,*,*,*
BT472SS,23,9,14,8
BT472ST,*,*,*,*
BT472SU,11,6,5,3
BT472SW,36,17,19,11
BT472SX,*,*,*,*
BT472SY,13,6,7,6
BT472SZ,15,6,9,5
BT472TA,60,33,27,23
BT472TB,22,9,13,8
BT472TD,42,22,20,15
BT472TE,32,16,16,12
BT472TF,172,84,88,51
BT472TG,51,25,26,20
BT472TJ,154,64,90,46
BT472TL,153,80,73,55
BT472TN,220,113,107,83
BT472TP,60,27,33,14
BT472TQ,101,50,51,26
BT472TS,40,22,18,22
BT472TT,25,11,14,10
BT472TW,46,27,19,24
BT472TX,*,*,*,*
BT472TY,32,15,17,14
BT473AA,43,23,20,25
BT473AB,*,*,*,*
BT473AD,7,3,4,4
BT473AE,*,*,*,*
BT473AF,19,7,12,6
BT473AG,77,44,33,26
BT473AH,159,81,78,60
BT473AJ,16,9,7,6
BT473AL,117,65,52,45
BT473AN,18,11,7,7
BT473AP,32,13,19,11
BT473AQ,101,52,49,45
BT473AR,18,13,5,5
BT473AS,15,5,10,4
BT473AT,52,31,21,17
BT473AU,26,11,15,7
BT473AW,*,*,*,*
BT473AX,65,34,31,17
BT473AY,23,15,8,8
BT473AZ,38,20,18,12
BT473BB,48,20,28,18
BT473BD,46,25,21,13
BT473BE,10,6,4,5
BT473BF,158,69,89,58
BT473BG,12,7,5,5
BT473BH,75,37,38,21
BT473BJ,16,9,7,8
BT473BL,52,23,29,18
BT473BN,24,16,8,6
BT473BP,16,9,7,5
BT473BQ,*,*,*,*
BT473BT,71,34,37,22
BT473BW,21,11,10,5
BT473BY,31,17,14,10
BT473BZ,55,29,26,19
BT473DA,45,21,24,15
BT473DB,*,*,*,*
BT473DD,38,20,18,11
BT473DE,271,145,126,84
BT473DF,38,20,18,12
BT473DG,44,27,17,20
BT473DH,146,72,74,67
BT473DJ,122,56,66,48
BT473DL,24,12,12,11
BT473DP,14,6,8,7
BT473DQ,154,62,92,72
BT473DR,17,8,9,7
BT473DS,30,15,15,12
BT473DT,8,5,3,4
BT473DU,6,1,5,4
BT473DW,11,6,5,4
BT473DX,19,11,8,5
BT473DY,35,18,17,11
BT473DZ,97,47,50,42
BT473EA,58,28,30,23
BT473EB,43,25,18,14
BT473ED,90,44,46,24
BT473EE,85,39,46,27
BT473EF,151,84,67,57
BT473EG,169,89,80,53
BT473EH,15,8,7,7
BT473EJ,49,24,25,14
BT473EL,51,34,17,18
BT473EN,39,20,19,13
BT473EP,*,*,*,*
BT473EQ,58,26,32,23
BT473ER,*,*,*,*
BT473ES,17,8,9,6
BT473ET,24,13,11,9
BT473EU,57,32,25,18
BT473EW,16,8,8,7
BT473EX,31,16,15,10
BT473EY,25,11,14,7
BT473EZ,69,33,36,19
BT473FB,87,42,45,27
BT473FD,52,24,28,19
BT473FE,149,68,81,50
BT473FF,29,12,17,11
BT473FG,29,13,16,8
BT473FH,145,63,82,58
BT473FJ,16,8,8,10
BT473FZ,17,9,8,4
BT473GN,16,9,7,5
BT473GS,16,7,9,6
BT473GT,*,*,*,*
BT473GU,17,10,7,5
BT473GW,269,128,141,88
BT473GX,113,49,64,67
BT473HA,41,19,22,12
BT473HB,18,9,9,7
BT473HD,28,13,15,8
BT473HF,12,7,5,4
BT473HH,48,23,25,21
BT473HJ,13,7,6,3
BT473HL,43,17,26,13
BT473HN,115,48,67,36
BT473HP,18,9,9,7
BT473HR,42,22,20,14
BT473HS,69,33,36,24
BT473HT,18,10,8,6
BT473HU,*,*,*,*
BT473HW,13,8,5,3
BT473HX,38,21,17,9
BT473HY,156,81,75,56
BT473HZ,137,70,67,48
BT473JA,94,51,43,41
BT473JB,25,10,15,10
BT473JD,53,30,23,24
BT473JE,38,21,17,18
BT473JF,32,15,17,18
BT473JG,7,4,3,4
BT473JH,16,7,9,6
BT473JJ,42,19,23,15
BT473JL,25,12,13,10
BT473JN,101,52,49,30
BT473JP,*,*,*,*
BT473JR,12,5,7,6
BT473JS,*,*,*,*
BT473JT,76,37,39,17
BT473JU,*,*,*,*
BT473JW,68,34,34,28
BT473JX,16,8,8,3
BT473JY,10,6,4,4
BT473JZ,34,21,13,12
BT473LA,123,60,63,55
BT473LD,25,14,11,12
BT473LE,12,3,9,6
BT473LF,16,11,5,3
BT473LG,18,9,9,5
BT473LH,12,7,5,5
BT473LJ,21,11,10,9
BT473LL,44,21,23,15
BT473LN,18,6,12,4
BT473LP,*,*,*,*
BT473LQ,31,17,14,10
BT473LS,70,35,35,24
BT473LT,182,91,91,69
BT473LU,24,13,11,10
BT473LW,*,*,*,*
BT473LX,53,24,29,21
BT473LY,*,*,*,*
BT473LZ,25,14,11,11
BT473NA,11,6,5,4
BT473NB,24,14,10,10
BT473ND,*,*,*,*
BT473NE,10,4,6,6
BT473NF,*,*,*,*
BT473NG,*,*,*,*
BT473NH,*,*,*,*
BT473NJ,19,9,10,5
BT473NL,10,6,4,3
BT473NN,22,13,9,7
BT473NP,95,49,46,30
BT473NQ,57,32,25,18
BT473NR,47,19,28,19
BT473NS,31,18,13,10
BT473NT,48,24,24,19
BT473NU,24,9,15,10
BT473NW,*,*,*,*
BT473NX,70,37,33,28
BT473NY,99,51,48,35
BT473NZ,32,13,19,14
BT473PA,*,*,*,*
BT473PB,23,12,11,12
BT473PD,109,60,49,39
BT473PE,20,11,9,11
BT473PF,21,11,10,7
BT473PG,41,19,22,18
BT473PH,43,18,25,18
BT473PJ,33,15,18,13
BT473PL,91,50,41,38
BT473PN,61,30,31,25
BT473PP,65,29,36,29
BT473PQ,*,*,*,*
BT473PR,72,38,34,23
BT473PS,21,11,10,8
BT473PT,18,9,9,6
BT473PU,23,13,10,11
BT473PW,133,71,62,51
BT473PX,*,*,*,*
BT473PY,63,24,39,6
BT473PZ,12,6,6,4
BT473QA,61,26,35,26
BT473QB,15,7,8,6
BT473QE,20,9,11,8
BT473QF,24,9,15,10
BT473QG,71,35,36,25
BT473QH,24,12,12,12
BT473QJ,79,35,44,37
BT473QL,77,36,41,24
BT473QN,123,59,64,58
BT473QP,12,3,9,4
BT473QQ,56,30,26,23
BT473QR,18,9,9,6
BT473QS,171,85,86,60
BT473QT,50,23,27,19
BT473QU,145,78,67,58
BT473QW,87,30,57,38
BT473QX,12,6,6,4
BT473QY,13,6,7,8
BT473QZ,38,20,18,12
BT473RA,96,61,35,38
BT473RB,24,13,11,11
BT473RE,77,39,38,30
BT473RF,82,39,43,30
BT473RG,*,*,*,*
BT473RH,60,32,28,20
BT473RJ,11,6,5,3
BT473RL,17,8,9,5
BT473RN,27,12,15,8
BT473RP,91,48,43,30
BT473RQ,30,13,17,10
BT473RR,48,23,25,15
BT473RT,*,*,*,*
BT473RU,136,66,70,53
BT473RW,22,12,10,6
BT473RX,22,11,11,8
BT473RY,14,8,6,5
BT473RZ,20,11,9,11
BT473SA,*,*,*,*
BT473SB,*,*,*,*
BT473SD,27,15,12,11
BT473SE,16,8,8,8
BT473SF,54,22,32,22
BT473SG,34,14,20,16
BT473SH,93,46,47,33
BT473SJ,36,19,17,13
BT473SL,23,10,13,11
BT473SN,32,16,16,11
BT473SP,*,*,*,*
BT473SQ,8,4,4,4
BT473SR,*,*,*,*
BT473SS,*,*,*,*
BT473ST,51,27,24,18
BT473SU,23,11,12,11
BT473SW,36,17,19,11
BT473SX,18,9,9,4
BT473SY,40,19,21,13
BT473SZ,15,7,8,7
BT473TA,22,14,8,7
BT473TB,48,23,25,14
BT473TD,43,21,22,14
BT473TE,11,7,4,4
BT473TF,56,27,29,23
BT473TG,46,23,23,13
BT473TH,121,63,58,39
BT473TJ,42,22,20,12
BT473TL,17,8,9,6
BT473TN,*,*,*,*
BT473TP,42,23,19,17
BT473TQ,12,5,7,5
BT473TR,38,22,16,15
BT473TS,123,67,56,44
BT473TT,58,29,29,29
BT473TU,19,10,9,9
BT473TW,69,33,36,23
BT473TX,34,16,18,13
BT473TY,35,13,22,13
BT473TZ,7,1,6,4
BT473UA,27,16,11,10
BT473UB,38,27,11,7
BT473UD,35,18,17,14
BT473UE,*,*,*,*
BT473UG,43,20,23,15
BT473UH,55,28,27,16
BT473UJ,*,*,*,*
BT473UL,9,4,5,4
BT473UN,38,19,19,10
BT473UP,114,48,66,48
BT473UQ,*,*,*,*
BT473UR,38,19,19,23
BT473US,63,31,32,23
BT473UT,38,18,20,11
BT473UU,57,32,25,20
BT473UW,151,69,82,67
BT473UX,112,57,55,45
BT473UY,70,36,34,35
BT473UZ,64,30,34,31
BT473WA,8,3,5,5
BT473WB,86,38,48,24
BT473WD,59,34,25,13
BT473WE,*,*,*,*
BT473WF,24,13,11,8
BT473WG,153,76,77,49
BT473WH,115,64,51,29
BT473WJ,19,10,9,10
BT473WL,*,*,*,*
BT473WN,125,64,61,39
BT473WP,15,6,9,5
BT473WR,11,6,5,4
BT473WU,*,*,*,*
BT473WW,236,118,118,80
BT473WX,134,69,65,52
BT473WY,90,36,54,35
BT473WZ,136,68,68,44
BT473XA,22,8,14,16
BT473XB,91,45,46,32
BT473XD,12,5,7,3
BT473XE,135,69,66,43
BT473XF,240,125,115,73
BT473XG,24,11,13,8
BT473XH,18,8,10,7
BT473XJ,176,84,92,58
BT473XL,39,21,18,15
BT473XN,190,93,97,59
BT473XP,12,9,3,4
BT473XQ,21,8,13,8
BT473XR,76,37,39,26
BT473XS,158,74,84,52
BT473XT,28,12,16,8
BT473XW,184,93,91,56
BT473XX,*,*,*,*
BT473XZ,27,15,12,10
BT473YE,88,41,47,31
BT473YG,122,51,71,38
BT473YH,18,10,8,4
BT473YJ,326,173,153,95
BT473YN,12,5,7,4
BT473YP,29,15,14,24
BT473YQ,14,6,8,8
BT473YR,27,16,11,10
BT473YS,32,16,16,12
BT473YU,188,93,95,53
BT473YZ,10,4,6,2
BT473ZH,87,42,45,33
BT474AA,10,8,2,7
BT474AB,77,38,39,34
BT474AD,94,45,49,42
BT474AE,30,12,18,8
BT474AF,15,7,8,4
BT474AH,52,27,25,15
BT474AJ,44,24,20,14
BT474AL,61,29,32,21
BT474AN,36,19,17,11
BT474AP,32,17,15,9
BT474AQ,31,17,14,10
BT474AR,29,14,15,9
BT474AS,99,46,53,28
BT474AT,17,9,8,4
BT474AU,81,45,36,23
BT474AW,23,14,9,9
BT474AX,24,13,11,6
BT474AY,28,16,12,7
BT474AZ,11,7,4,3
BT474BA,54,28,26,17
BT474BB,35,17,18,14
BT474BD,68,33,35,22
BT474BE,60,29,31,22
BT474BF,60,31,29,30
BT474BG,80,40,40,28
BT474BH,29,16,13,17
BT474BJ,28,14,14,10
BT474BL,117,63,54,37
BT474BN,202,95,107,63
BT474BP,10,6,4,3
BT474BQ,21,9,12,11
BT474BS,52,27,25,19
BT474BT,36,20,16,15
BT474BU,*,*,*,*
BT474BW,59,27,32,15
BT474BX,49,21,28,18
BT474BY,30,15,15,7
BT474BZ,18,8,10,7
BT474DA,50,24,26,18
